Conversion table of Accession No/ FLJ ID/ Clone ID/ Sequence ID/ Another Sequence ID
(Data by Extracting System of Accurate ORFs)

Accesion No	FLJ ID	Clone ID	Sequence ID	Another Sequence ID
AK055963	FLJ31401	NT2NE2000038	C-NT2NE2000038	
AK055964	FLJ31402	NT2NE2000054	C-NT2NE2000054	
AK055965	FLJ31403	NT2NE2000056	C-NT2NE2000056	
AK055966	FLJ31404	NT2NE2000057	C-NT2NE2000057	
AK055967	FLJ31405	NT2NE2000064	C-NT2NE2000064	
AK055968	FLJ31406	NT2NE2000109	C-NT2NE2000109	
AK055969	FLJ31407	NT2NE2000137	C-NT2NE2000137	
AK055970	FLJ31408	NT2NE2000156	C-NT2NE2000156	
AK055971	FLJ31409	NT2NE2000174	C-NT2NE2000174	
AK055972	FLJ31410	NT2NE2000195	C-NT2NE2000195	
AK055973	FLJ31411	NT2NE2000214	C-NT2NE2000214	
AK055974	FLJ31412	NT2NE2000222	C-NT2NE2000222	
AK055975	FLJ31413	NT2NE2000259	C-NT2NE2000259	
AK055976	FLJ31414	NT2NE2000260	C-NT2NE2000260	
AK055977	FLJ31415	NT2NE2000284	C-NT2NE2000284	
AK055978	FLJ31416	NT2NE2000299	C-NT2NE2000299	
AK055979	FLJ31417	NT2NE2000327	C-NT2NE2000327	
AK055980	FLJ31418	NT2NE2000353	C-NT2NE2000353	
AK055981	FLJ31419	NT2NE2000356	C-NT2NE2000356	
AK055982	FLJ31420	NT2NE2000369	C-NT2NE2000369	
AK055983	FLJ31421	NT2NE2000383	C-NT2NE2000383	
AK055984	FLJ31422	NT2NE2000384	C-NT2NE2000384	
AK055985	FLJ31423	NT2NE2000386	C-NT2NE2000386	
AK131190	FLJ16008	NT2NE2000390	C-NT2NE2000390	
AK055986	FLJ31424	NT2NE2000392	C-NT2NE2000392	
AK055987	FLJ31425	NT2NE2000455	C-NT2NE2000455	
AK055988	FLJ31426	NT2NE2000470	C-NT2NE2000470	
AK055989	FLJ31427	NT2NE2000488	C-NT2NE2000488	
AK055990	FLJ31428	NT2NE2000517	C-NT2NE2000517	
AK055991	FLJ31429	NT2NE2000536	C-NT2NE2000536	
AK055992	FLJ31430	NT2NE2000546	C-NT2NE2000546	
AK055993	FLJ31431	NT2NE2000548	C-NT2NE2000548	
AK055994	FLJ31432	NT2NE2000550	C-NT2NE2000550	
AK055995	FLJ31433	NT2NE2000575	C-NT2NE2000575	
AK055996	FLJ31434	NT2NE2000586	C-NT2NE2000586	
AK055997	FLJ31435	NT2NE2000612	C-NT2NE2000612	
AK055998	FLJ31436	NT2NE2000636	C-NT2NE2000636	
AK055999	FLJ31437	NT2NE2000658	C-NT2NE2000658	
AK056000	FLJ31438	NT2NE2000706	C-NT2NE2000706	
AK056001	FLJ31439	NT2NE2000707	C-NT2NE2000707	
AK056002	FLJ31440	NT2NE2000763	C-NT2NE2000763	
AK056003	FLJ31441	NT2NE2000787	C-NT2NE2000787	
AK056004	FLJ31442	NT2NE2000802	C-NT2NE2000802	
AK056005	FLJ31443	NT2NE2000808	C-NT2NE2000808	
AK056006	FLJ31444	NT2NE2000809	C-NT2NE2000809	
AK056007	FLJ31445	NT2NE2000864	C-NT2NE2000864	
AK056008	FLJ31446	NT2NE2000909	C-NT2NE2000909	
AK056009	FLJ31447	NT2NE2000913	C-NT2NE2000913	
AK056010	FLJ31448	NT2NE2000950	C-NT2NE2000950	
AK056011	FLJ31449	NT2NE2000951	C-NT2NE2000951	
AK056012	FLJ31450	NT2NE2000963	C-NT2NE2000963	
AK056013	FLJ31451	NT2NE2000980	C-NT2NE2000980	
AK056014	FLJ31452	NT2NE2001000	C-NT2NE2001000	
AK056015	FLJ31453	NT2NE2001048	C-NT2NE2001048	
AK056016	FLJ31454	NT2NE2001142	C-NT2NE2001142	
AK056017	FLJ31455	NT2NE2001156	C-NT2NE2001156	
AK056018	FLJ31456	NT2NE2001176	C-NT2NE2001176	
AK056019	FLJ31457	NT2NE2001180	C-NT2NE2001180	
AK056020	FLJ31458	NT2NE2001181	C-NT2NE2001181	
AK056021	FLJ31459	NT2NE2001188	C-NT2NE2001188	
AK056022	FLJ31460	NT2NE2001191	C-NT2NE2001191	
AK056023	FLJ31461	NT2NE2001247	C-NT2NE2001247	
AK056024	FLJ31462	NT2NE2001324	C-NT2NE2001324	
AK056025	FLJ31463	NT2NE2001326	C-NT2NE2001326	
AK056026	FLJ31464	NT2NE2001337	C-NT2NE2001337	
AK056027	FLJ31465	NT2NE2001364	C-NT2NE2001364	
AK056028	FLJ31466	NT2NE2001372	C-NT2NE2001372	
AK056029	FLJ31467	NT2NE2001397	C-NT2NE2001397	
AK056030	FLJ31468	NT2NE2001403	C-NT2NE2001403	
AK056031	FLJ31469	NT2NE2001428	C-NT2NE2001428	
AK056032	FLJ31470	NT2NE2001432	C-NT2NE2001432	
AK056033	FLJ31471	NT2NE2001435	C-NT2NE2001435	
AK056034	FLJ31472	NT2NE2001442	C-NT2NE2001442	
AK056035	FLJ31473	NT2NE2001530	C-NT2NE2001530	
AK056036	FLJ31474	NT2NE2001545	C-NT2NE2001545	
AK056037	FLJ31475	NT2NE2001598	C-NT2NE2001598	
AK056038	FLJ31476	NT2NE2001617	C-NT2NE2001617	
AK056039	FLJ31477	NT2NE2001623	C-NT2NE2001623	
AK056040	FLJ31478	NT2NE2001626	C-NT2NE2001626	
AK056041	FLJ31479	NT2NE2001634	C-NT2NE2001634	
AK056042	FLJ31480	NT2NE2001648	C-NT2NE2001648	
AK056043	FLJ31481	NT2NE2001660	C-NT2NE2001660	
AK056044	FLJ31482	NT2NE2001666	C-NT2NE2001666	
AK056045	FLJ31483	NT2NE2001677	C-NT2NE2001677	
AK056046	FLJ31484	NT2NE2001697	C-NT2NE2001697	
AK056047	FLJ31485	NT2NE2001698	C-NT2NE2001698	
AK056048	FLJ31486	NT2NE2001723	C-NT2NE2001723	
AK056049	FLJ31487	NT2NE2002285	C-NT2NE2002285	
AK056050	FLJ31488	NT2NE2002732	C-NT2NE2002732	
AK056051	FLJ31489	NT2NE2003308	C-NT2NE2003308	
AK056052	FLJ31490	NT2NE2003393	C-NT2NE2003393	
AK056053	FLJ31491	NT2NE2003408	C-NT2NE2003408	
AK056054	FLJ31492	NT2NE2003569	C-NT2NE2003569	
AK056055	FLJ31493	NT2NE2004490	C-NT2NE2004490	
AK056056	FLJ31494	NT2NE2004716	C-NT2NE2004716	
AK056057	FLJ31495	NT2NE2004916	C-NT2NE2004916	
AK056058	FLJ31496	NT2NE2005223	C-NT2NE2005223	
AK056059	FLJ31497	NT2NE2005317	C-NT2NE2005317	
AK056060	FLJ31498	NT2NE2005371	C-NT2NE2005371	
AK056061	FLJ31499	NT2NE2005441	C-NT2NE2005441	
AK056062	FLJ31500	NT2NE2005517	C-NT2NE2005517	
AK056063	FLJ31501	NT2NE2005537	C-NT2NE2005537	
AK056064	FLJ31502	NT2NE2005555	C-NT2NE2005555	
AK056065	FLJ31503	NT2NE2005720	C-NT2NE2005720	
AK056066	FLJ31504	NT2NE2005804	C-NT2NE2005804	
AK056067	FLJ31505	NT2NE2005821	C-NT2NE2005821	
AK056068	FLJ31506	NT2NE2005876	C-NT2NE2005876	
AK056069	FLJ31507	NT2NE2006087	C-NT2NE2006087	
AK056070	FLJ31508	NT2NE2006387	C-NT2NE2006387	
AK056071	FLJ31509	NT2RI1000016	C-NT2RI1000016	
AK056072	FLJ31510	NT2RI1000027	C-NT2RI1000027	
AK056073	FLJ31511	NT2RI1000035	C-NT2RI1000035	
AK056074	FLJ31512	NT2RI1000048	C-NT2RI1000048	
AK056075	FLJ31513	NT2RI1000127	C-NT2RI1000127	
AK056076	FLJ31514	NT2RI1000164	C-NT2RI1000164	
AK056077	FLJ31515	NT2RI1000172	C-NT2RI1000172	
AK056078	FLJ31516	NT2RI2000004	C-NT2RI2000004	
AK056079	FLJ31517	NT2RI2000007	C-NT2RI2000007	
AK056080	FLJ31518	NT2RI2000064	C-NT2RI2000064	
AK056081	FLJ31519	NT2RI2000116	C-NT2RI2000116	
AK056082	FLJ31520	NT2RI2000173	C-NT2RI2000173	
AK056083	FLJ31521	NT2RI2000255	C-NT2RI2000255	
AK056084	FLJ31522	NT2RI2000270	C-NT2RI2000270	
AK056085	FLJ31523	NT2RI2000282	C-NT2RI2000282	
AK056086	FLJ31524	NT2RI2000284	C-NT2RI2000284	
AK056087	FLJ31525	NT2RI2000294	C-NT2RI2000294	
AK056088	FLJ31526	NT2RI2000341	C-NT2RI2000341	
AK056089	FLJ31527	NT2RI2000344	C-NT2RI2000344	
AK056090	FLJ31528	NT2RI2000412	C-NT2RI2000412	
AK056091	FLJ31529	NT2RI2000421	C-NT2RI2000421	
AK056092	FLJ31530	NT2RI2000578	C-NT2RI2000578	
AK056093	FLJ31531	NT2RI2000585	C-NT2RI2000585	
AK056094	FLJ31532	NT2RI2000597	C-NT2RI2000597	
AK056095	FLJ31533	NT2RI2000669	C-NT2RI2000669	
AK056096	FLJ31534	NT2RI2000671	C-NT2RI2000671	
AK056097	FLJ31535	NT2RI2000685	C-NT2RI2000685	
AK056098	FLJ31536	NT2RI2000689	C-NT2RI2000689	
AK056099	FLJ31537	NT2RI2000704	C-NT2RI2000704	
AK056100	FLJ31538	NT2RI2000727	C-NT2RI2000727	
AK056101	FLJ31539	NT2RI2000738	C-NT2RI2000738	
AK056102	FLJ31540	NT2RI2000775	C-NT2RI2000775	
AK056103	FLJ31541	NT2RI2000822	C-NT2RI2000822	
AK056104	FLJ31542	NT2RI2000829	C-NT2RI2000829	
AK056105	FLJ31543	NT2RI2000841	C-NT2RI2000841	
AK056106	FLJ31544	NT2RI2000865	C-NT2RI2000865	
AK056107	FLJ31545	NT2RI2000932	C-NT2RI2000932	
AK056108	FLJ31546	NT2RI2000974	C-NT2RI2000974	
AK056109	FLJ31547	NT2RI2001010	C-NT2RI2001010	
AK056110	FLJ31548	NT2RI2001017	C-NT2RI2001017	
AK056111	FLJ31549	NT2RI2001030	C-NT2RI2001030	
AK056112	FLJ31550	NT2RI2001054	C-NT2RI2001054	
AK056113	FLJ31551	NT2RI2001083	C-NT2RI2001083	
AK056114	FLJ31552	NT2RI2001091	C-NT2RI2001091	
AK056115	FLJ31553	NT2RI2001178	C-NT2RI2001178	
AK056116	FLJ31554	NT2RI2001230	C-NT2RI2001230	
AK056117	FLJ31555	NT2RI2001235	C-NT2RI2001235	
AK056118	FLJ31556	NT2RI2001244	C-NT2RI2001244	
AK056119	FLJ31557	NT2RI2001307	C-NT2RI2001307	
AK056120	FLJ31558	NT2RI2001342	C-NT2RI2001342	
AK056121	FLJ31559	NT2RI2001385	C-NT2RI2001385	
AK056122	FLJ31560	NT2RI2001409	C-NT2RI2001409	
AK056123	FLJ31561	NT2RI2001410	C-NT2RI2001410	
AK056124	FLJ31562	NT2RI2001422	C-NT2RI2001422	
AK056125	FLJ31563	NT2RI2001449	C-NT2RI2001449	
AK056126	FLJ31564	NT2RI2001450	C-NT2RI2001450	
AK056127	FLJ31565	NT2RI2001474	C-NT2RI2001474	
AK056128	FLJ31566	NT2RI2001519	C-NT2RI2001519	
AK056129	FLJ31567	NT2RI2001540	C-NT2RI2001540	
AK056130	FLJ31568	NT2RI2001595	C-NT2RI2001595	
AK056131	FLJ31569	NT2RI2001621	C-NT2RI2001621	
AK056132	FLJ31570	NT2RI2001657	C-NT2RI2001657	
AK056133	FLJ31571	NT2RI2001726	C-NT2RI2001726	
AK056134	FLJ31572	NT2RI2001731	C-NT2RI2001731	
AK056135	FLJ31573	NT2RI2001769	C-NT2RI2001769	
AK056136	FLJ31574	NT2RI2001782	C-NT2RI2001782	
AK056137	FLJ31575	NT2RI2001846	C-NT2RI2001846	
AK122649	FLJ16079	NT2RI2001859	C-NT2RI2001859	
AK056138	FLJ31576	NT2RI2001866	C-NT2RI2001866	
AK056139	FLJ31577	NT2RI2001910	C-NT2RI2001910	
AK056140	FLJ31578	NT2RI2001952	C-NT2RI2001952	
AK056141	FLJ31579	NT2RI2002022	C-NT2RI2002022	
AK056142	FLJ31580	NT2RI2002041	C-NT2RI2002041	
AK056143	FLJ31581	NT2RI2002091	C-NT2RI2002091	
AK056144	FLJ31582	NT2RI2002117	C-NT2RI2002117	
AK056145	FLJ31583	NT2RI2002152	C-NT2RI2002152	
AK056146	FLJ31584	NT2RI2002153	C-NT2RI2002153	
AK056147	FLJ31585	NT2RI2002179	C-NT2RI2002179	
AK056148	FLJ31586	NT2RI2002211	C-NT2RI2002211	
AK056149	FLJ31587	NT2RI2002243	C-NT2RI2002243	
AK056150	FLJ31588	NT2RI2002252	C-NT2RI2002252	
AK056151	FLJ31589	NT2RI2002266	C-NT2RI2002266	
AK056152	FLJ31590	NT2RI2002270	C-NT2RI2002270	
AK056153	FLJ31591	NT2RI2002334	C-NT2RI2002334	
AK056154	FLJ31592	NT2RI2002447	C-NT2RI2002447	
AK056155	FLJ31593	NT2RI2002481	C-NT2RI2002481	
AK056156	FLJ31594	NT2RI2002507	C-NT2RI2002507	
AK056157	FLJ31595	NT2RI2002517	C-NT2RI2002517	
AK056158	FLJ31596	NT2RI2002530	C-NT2RI2002530	
AK056159	FLJ31597	NT2RI2002541	C-NT2RI2002541	
AK056160	FLJ31598	NT2RI2002549	C-NT2RI2002549	
AK056161	FLJ31599	NT2RI2002554	C-NT2RI2002554	
AK056162	FLJ31600	NT2RI2002585	C-NT2RI2002585	
AK056163	FLJ31601	NT2RI2002592	C-NT2RI2002592	
AK056164	FLJ31602	NT2RI2002602	C-NT2RI2002602	
AK056165	FLJ31603	NT2RI2002654	C-NT2RI2002654	
AK056166	FLJ31604	NT2RI2002699	C-NT2RI2002699	
AK056167	FLJ31605	NT2RI2002729	C-NT2RI2002729	
AK056168	FLJ31606	NT2RI2002802	C-NT2RI2002802	
AK056169	FLJ31607	NT2RI2002819	C-NT2RI2002819	
AK056170	FLJ31608	NT2RI2002822	C-NT2RI2002822	
AK056171	FLJ31609	NT2RI2002852	C-NT2RI2002852	
AK056172	FLJ31610	NT2RI2002865	C-NT2RI2002865	
AK056173	FLJ31611	NT2RI2002923	C-NT2RI2002923	
AK056174	FLJ31612	NT2RI2002926	C-NT2RI2002926	
AK056175	FLJ31613	NT2RI2002958	C-NT2RI2002958	
AK056176	FLJ31614	NT2RI2002970	C-NT2RI2002970	
AK056177	FLJ31615	NT2RI2003011	C-NT2RI2003011	
AK056178	FLJ31616	NT2RI2003019	C-NT2RI2003019	
AK056179	FLJ31617	NT2RI2003051	C-NT2RI2003051	
AK056180	FLJ31618	NT2RI2003067	C-NT2RI2003067	
AK056181	FLJ31619	NT2RI2003154	C-NT2RI2003154	
AK056182	FLJ31620	NT2RI2003184	C-NT2RI2003184	
AK056183	FLJ31621	NT2RI2003205	C-NT2RI2003205	
AK056184	FLJ31622	NT2RI2003220	C-NT2RI2003220	
AK056185	FLJ31623	NT2RI2003222	C-NT2RI2003222	
AK056186	FLJ31624	NT2RI2003301	C-NT2RI2003301	
AK056187	FLJ31625	NT2RI2003304	C-NT2RI2003304	
AK056188	FLJ31626	NT2RI2003317	C-NT2RI2003317	
AK056189	FLJ31627	NT2RI2003338	C-NT2RI2003338	
AK056190	FLJ31628	NT2RI2003344	C-NT2RI2003344	
AK056191	FLJ31629	NT2RI2003360	C-NT2RI2003360	
AK056192	FLJ31630	NT2RI2003361	C-NT2RI2003361	
AK056193	FLJ31631	NT2RI2003383	C-NT2RI2003383	
AK056194	FLJ31632	NT2RI2003399	C-NT2RI2003399	
AK056195	FLJ31633	NT2RI2003407	C-NT2RI2003407	
AK056196	FLJ31634	NT2RI2003419	C-NT2RI2003419	
AK056197	FLJ31635	NT2RI2003420	C-NT2RI2003420	
AK056198	FLJ31636	NT2RI2003481	C-NT2RI2003481	
AK056199	FLJ31637	NT2RI2003487	C-NT2RI2003487	
AK056200	FLJ31638	NT2RI2003556	C-NT2RI2003556	
AK056201	FLJ31639	NT2RI2003655	C-NT2RI2003655	
AK056202	FLJ31640	NT2RI2003678	C-NT2RI2003678	
AK056203	FLJ31641	NT2RI2003695	C-NT2RI2003695	
AK056204	FLJ31642	NT2RI2003738	C-NT2RI2003738	
AK056205	FLJ31643	NT2RI2003741	C-NT2RI2003741	
AK056206	FLJ31644	NT2RI2003751	C-NT2RI2003751	
AK056207	FLJ31645	NT2RI2003884	C-NT2RI2003884	
AK056208	FLJ31646	NT2RI2003921	C-NT2RI2003921	
AK056209	FLJ31647	NT2RI2003973	C-NT2RI2003973	
AK122601	FLJ16009	NT2RI2003993	C-NT2RI2003993	
AK056210	FLJ31648	NT2RI2004059	C-NT2RI2004059	
AK056211	FLJ31649	NT2RI2004078	C-NT2RI2004078	
AK056212	FLJ31650	NT2RI2004079	C-NT2RI2004079	
AK056213	FLJ31651	NT2RI2004136	C-NT2RI2004136	
AK056214	FLJ31652	NT2RI2004157	C-NT2RI2004157	
AK056215	FLJ31653	NT2RI2004190	C-NT2RI2004190	
AK056216	FLJ31654	NT2RI2004230	C-NT2RI2004230	
AK056217	FLJ31655	NT2RI2004284	C-NT2RI2004284	
AK056218	FLJ31656	NT2RI2004290	C-NT2RI2004290	
AK056219	FLJ31657	NT2RI2004304	C-NT2RI2004304	
AK131521	FLJ41041	NT2RI2004312	C-NT2RI2004312	
AK056220	FLJ31658	NT2RI2004381	C-NT2RI2004381	
AK056221	FLJ31659	NT2RI2004398	C-NT2RI2004398	
AK056222	FLJ31660	NT2RI2004410	C-NT2RI2004410	
AK056223	FLJ31661	NT2RI2004442	C-NT2RI2004442	
AK056224	FLJ31662	NT2RI2004468	C-NT2RI2004468	
AK056225	FLJ31663	NT2RI2004504	C-NT2RI2004504	
AK056226	FLJ31664	NT2RI2004535	C-NT2RI2004535	
AK056227	FLJ31665	NT2RI2004606	C-NT2RI2004606	
AK056228	FLJ31666	NT2RI2004783	C-NT2RI2004783	
AK056229	FLJ31667	NT2RI2004840	C-NT2RI2004840	
AK056230	FLJ31668	NT2RI2004916	C-NT2RI2004916	
AK056231	FLJ31669	NT2RI2004962	C-NT2RI2004962	
AK056232	FLJ31670	NT2RI2004984	C-NT2RI2004984	
AK056233	FLJ31671	NT2RI2004985	C-NT2RI2004985	
AK056234	FLJ31672	NT2RI2005048	C-NT2RI2005048	
AK056235	FLJ31673	NT2RI2005061	C-NT2RI2005061	
AK056236	FLJ31674	NT2RI2005069	C-NT2RI2005069	
AK056237	FLJ31675	NT2RI2005087	C-NT2RI2005087	
AK056238	FLJ31676	NT2RI2005115	C-NT2RI2005115	
AK056239	FLJ31677	NT2RI2005116	C-NT2RI2005116	
AK056240	FLJ31678	NT2RI2005130	C-NT2RI2005130	
AK056241	FLJ31679	NT2RI2005150	C-NT2RI2005150	
AK123037	FLJ41042	NT2RI2005166	C-NT2RI2005166	
AK056242	FLJ31680	NT2RI2005246	C-NT2RI2005246	
AK056243	FLJ31681	NT2RI2005315	C-NT2RI2005315	
AK056244	FLJ31682	NT2RI2005335	C-NT2RI2005335	
AK056245	FLJ31683	NT2RI2005353	C-NT2RI2005353	
AK056246	FLJ31684	NT2RI2005358	C-NT2RI2005358	
AK056247	FLJ31685	NT2RI2005368	C-NT2RI2005368	
AK056248	FLJ31686	NT2RI2005382	C-NT2RI2005382	
AK056249	FLJ31687	NT2RI2005473	C-NT2RI2005473	
AK056250	FLJ31688	NT2RI2005520	C-NT2RI2005520	
AK056251	FLJ31689	NT2RI2005564	C-NT2RI2005564	
AK056252	FLJ31690	NT2RI2005621	C-NT2RI2005621	
AK056253	FLJ31691	NT2RI2005628	C-NT2RI2005628	
AK056254	FLJ31692	NT2RI2005647	C-NT2RI2005647	
AK056255	FLJ31693	NT2RI2005710	C-NT2RI2005710	
AK056256	FLJ31694	NT2RI2005723	C-NT2RI2005723	
AK131208	FLJ16080	NT2RI2005772	C-NT2RI2005772	
AK056257	FLJ31695	NT2RI2005811	C-NT2RI2005811	
AK056258	FLJ31696	NT2RI2005816	C-NT2RI2005816	
AK056259	FLJ31697	NT2RI2005851	C-NT2RI2005851	
AK056260	FLJ31698	NT2RI2005966	C-NT2RI2005966	
AK056261	FLJ31699	NT2RI2006070	C-NT2RI2006070	
AK056262	FLJ31700	NT2RI2006071	C-NT2RI2006071	
AK056263	FLJ31701	NT2RI2006072	C-NT2RI2006072	
AK056264	FLJ31702	NT2RI2006081	C-NT2RI2006081	
AK056265	FLJ31703	NT2RI2006126	C-NT2RI2006126	
AK056266	FLJ31704	NT2RI2006127	C-NT2RI2006127	
AK056267	FLJ31705	NT2RI2006183	C-NT2RI2006183	
AK056268	FLJ31706	NT2RI2006210	C-NT2RI2006210	
AK056269	FLJ31707	NT2RI2006257	C-NT2RI2006257	
AK056270	FLJ31708	NT2RI2006271	C-NT2RI2006271	
AK056271	FLJ31709	NT2RI2006345	C-NT2RI2006345	
AK056272	FLJ31710	NT2RI2006403	C-NT2RI2006403	
AK056273	FLJ31711	NT2RI2006412	C-NT2RI2006412	
AK056274	FLJ31712	NT2RI2006445	C-NT2RI2006445	
AK056275	FLJ31713	NT2RI2006487	C-NT2RI2006487	
AK056276	FLJ31714	NT2RI2006506	C-NT2RI2006506	
AK056277	FLJ31715	NT2RI2006553	C-NT2RI2006553	
AK056278	FLJ31716	NT2RI2006565	C-NT2RI2006565	
AK056279	FLJ31717	NT2RI2006640	C-NT2RI2006640	
AK056280	FLJ31718	NT2RI2006647	C-NT2RI2006647	
AK056281	FLJ31719	NT2RI2006659	C-NT2RI2006659	
AK056282	FLJ31720	NT2RI2006662	C-NT2RI2006662	
AK056283	FLJ31721	NT2RI2006667	C-NT2RI2006667	
AK056284	FLJ31722	NT2RI2006679	C-NT2RI2006679	
AK056285	FLJ31723	NT2RI2006682	C-NT2RI2006682	
AK122650	FLJ16081	NT2RI2006686	C-NT2RI2006686	
AK056286	FLJ31724	NT2RI2006703	C-NT2RI2006703	
AK056287	FLJ31725	NT2RI2006716	C-NT2RI2006716	
AK056288	FLJ31726	NT2RI2006735	C-NT2RI2006735	
AK056289	FLJ31727	NT2RI2006762	C-NT2RI2006762	
AK056290	FLJ31728	NT2RI2006788	C-NT2RI2006788	
AK056291	FLJ31729	NT2RI2006825	C-NT2RI2006825	
AK056292	FLJ31730	NT2RI2006838	C-NT2RI2006838	
AK122651	FLJ16082	NT2RI2006853	C-NT2RI2006853	
AK056293	FLJ31731	NT2RI2006855	C-NT2RI2006855	
AK056294	FLJ31732	NT2RI2006856	C-NT2RI2006856	
AK056295	FLJ31733	NT2RI2006943	C-NT2RI2006943	
AK056296	FLJ31734	NT2RI2007046	C-NT2RI2007046	
AK056297	FLJ31735	NT2RI2007048	C-NT2RI2007048	
AK056298	FLJ31736	NT2RI2007054	C-NT2RI2007054	
AK056299	FLJ31737	NT2RI2007084	C-NT2RI2007084	
AK056300	FLJ31738	NT2RI2007096	C-NT2RI2007096	
AK056301	FLJ31739	NT2RI2007116	C-NT2RI2007116	
AK056302	FLJ31740	NT2RI2007133	C-NT2RI2007133	
AK056303	FLJ31741	NT2RI2007148	C-NT2RI2007148	
AK056304	FLJ31742	NT2RI2007214	C-NT2RI2007214	
AK056305	FLJ31743	NT2RI2007254	C-NT2RI2007254	
AK056306	FLJ31744	NT2RI2007277	C-NT2RI2007277	
AK056307	FLJ31745	NT2RI2007303	C-NT2RI2007303	
AK056308	FLJ31746	NT2RI2007334	C-NT2RI2007334	
AK056309	FLJ31747	NT2RI2007377	C-NT2RI2007377	
AK056310	FLJ31748	NT2RI2007384	C-NT2RI2007384	
AK056311	FLJ31749	NT2RI2007386	C-NT2RI2007386	
AK056312	FLJ31750	NT2RI2007406	C-NT2RI2007406	
AK056313	FLJ31751	NT2RI2007439	C-NT2RI2007439	
AK056314	FLJ31752	NT2RI2007445	C-NT2RI2007445	
AK056315	FLJ31753	NT2RI2007468	C-NT2RI2007468	
AK056316	FLJ31754	NT2RI2007469	C-NT2RI2007469	
AK056317	FLJ31755	NT2RI2007498	C-NT2RI2007498	
AK056318	FLJ31756	NT2RI2007507	C-NT2RI2007507	
AK056319	FLJ31757	NT2RI2007572	C-NT2RI2007572	
AK056320	FLJ31758	NT2RI2007589	C-NT2RI2007589	
AK122602	FLJ16010	NT2RI2007593	C-NT2RI2007593	
AK056321	FLJ31759	NT2RI2007723	C-NT2RI2007723	
AK056322	FLJ31760	NT2RI2007729	C-NT2RI2007729	
AK056323	FLJ31761	NT2RI2007751	C-NT2RI2007751	
AK056324	FLJ31762	NT2RI2007754	C-NT2RI2007754	
AK056325	FLJ31763	NT2RI2007827	C-NT2RI2007827	
AK056326	FLJ31764	NT2RI2007853	C-NT2RI2007853	
AK056327	FLJ31765	NT2RI2007877	C-NT2RI2007877	
AK056328	FLJ31766	NT2RI2007879	C-NT2RI2007879	
AK056329	FLJ31767	NT2RI2007884	C-NT2RI2007884	
AK056330	FLJ31768	NT2RI2007891	C-NT2RI2007891	
AK056331	FLJ31769	NT2RI2007956	C-NT2RI2007956	
AK056332	FLJ31770	NT2RI2007965	C-NT2RI2007965	
AK056333	FLJ31771	NT2RI2007987	C-NT2RI2007987	
AK056334	FLJ31772	NT2RI2008007	C-NT2RI2008007	
AK056335	FLJ31773	NT2RI2008045	C-NT2RI2008045	
AK056336	FLJ31774	NT2RI2008050	C-NT2RI2008050	
AK056337	FLJ31775	NT2RI2008115	C-NT2RI2008115	
AK056338	FLJ31776	NT2RI2008141	C-NT2RI2008141	
AK056339	FLJ31777	NT2RI2008171	C-NT2RI2008171	
AK056340	FLJ31778	NT2RI2008188	C-NT2RI2008188	
AK056341	FLJ31779	NT2RI2008204	C-NT2RI2008204	
AK056342	FLJ31780	NT2RI2008221	C-NT2RI2008221	
AK056343	FLJ31781	NT2RI2008233	C-NT2RI2008233	
AK056344	FLJ31782	NT2RI2008336	C-NT2RI2008336	
AK056345	FLJ31783	NT2RI2008396	C-NT2RI2008396	
AK056346	FLJ31784	NT2RI2008481	C-NT2RI2008481	
AK056347	FLJ31785	NT2RI2008502	C-NT2RI2008502	
AK056348	FLJ31786	NT2RI2008526	C-NT2RI2008526	
AK056349	FLJ31787	NT2RI2008566	C-NT2RI2008566	
AK056350	FLJ31788	NT2RI2008598	C-NT2RI2008598	
AK056351	FLJ31789	NT2RI2008656	C-NT2RI2008656	
AK056352	FLJ31790	NT2RI2008714	C-NT2RI2008714	
AK056353	FLJ31791	NT2RI2008749	C-NT2RI2008749	
AK056354	FLJ31792	NT2RI2008791	C-NT2RI2008791	
AK056355	FLJ31793	NT2RI2008801	C-NT2RI2008801	
AK056356	FLJ31794	NT2RI2008808	C-NT2RI2008808	
AK056357	FLJ31795	NT2RI2008812	C-NT2RI2008812	
AK056358	FLJ31796	NT2RI2008841	C-NT2RI2008841	
AK056359	FLJ31797	NT2RI2008942	C-NT2RI2008942	
AK131209	FLJ16083	NT2RI2008952	C-NT2RI2008952	
AK056360	FLJ31798	NT2RI2009005	C-NT2RI2009005	
AK056361	FLJ31799	NT2RI2009037	C-NT2RI2009037	
AK056362	FLJ31800	NT2RI2009065	C-NT2RI2009065	
AK056363	FLJ31801	NT2RI2009066	C-NT2RI2009066	
AK056364	FLJ31802	NT2RI2009083	C-NT2RI2009083	
AK056365	FLJ31803	NT2RI2009101	C-NT2RI2009101	
AK056366	FLJ31804	NT2RI2009103	C-NT2RI2009103	
AK056367	FLJ31805	NT2RI2009144	C-NT2RI2009144	
AK056368	FLJ31806	NT2RI2009151	C-NT2RI2009151	
AK056369	FLJ31807	NT2RI2009215	C-NT2RI2009215	
AK056370	FLJ31808	NT2RI2009269	C-NT2RI2009269	
AK056372	FLJ31810	NT2RI2009289	C-NT2RI2009289	
AK056373	FLJ31811	NT2RI2009402	C-NT2RI2009402	
AK056374	FLJ31812	NT2RI2009406	C-NT2RI2009406	
