,NCBI_ID,gene_symbol,alias_symbol,gene_type,HGNC_ID,ENSG_ID,collision,source
24612,GENE ID:8575,PRKRA,RAX,protein-coding,HGNC:9438,ENSG00000180228,RAX,NCBI
82698,GENE ID:100533952,RBAK-RBAKDN,RBAK,protein-coding,HGNC:42971,ENSG00000272968,RBAK,NCBI
82387,GENE ID:100526737,RBM14-RBM4,RBM14,protein-coding,HGNC:38840,ENSG00000248643,RBM14,NCBI
74431,GENE ID:100129060,SEMA3F-AS1,RBM5-AS1,ncRNA,HGNC:40518,ENSG00000235016,RBM5-AS1,NCBI
37209,GENE ID:27316,RBMX,RBMXP1,protein-coding,HGNC:9910,ENSG00000147274,RBMXP1,NCBI
64558,GENE ID:378949,RBMY1D,RBMY1A1,protein-coding,HGNC:23915,ENSG00000244395,RBMY1A1,NCBI
17186,GENE ID:5940,RBMY1A1,RBMY1C,protein-coding,HGNC:9912,ENSG00000234414,RBMY1C,NCBI
64555,GENE ID:378948,RBMY1B,RBMY1D,protein-coding,HGNC:23914,ENSG00000242875,RBMY1D,NCBI
17135,GENE ID:5926,ARID4A,RBP1,protein-coding,HGNC:9885,ENSG00000032219,RBP1,NCBI
34203,GENE ID:23504,RIMBP2,RBP2,protein-coding,HGNC:30339,ENSG00000060709,RBP2,NCBI
17139,GENE ID:5927,KDM5A,RBP2,protein-coding,HGNC:9886,ENSG00000073614,RBP2,NCBI
5526,GENE ID:1869,E2F1,RBP3,protein-coding,HGNC:3113,ENSG00000101412,RBP3,NCBI
15526,GENE ID:5433,POLR2D,RBP4,protein-coding,HGNC:9191,ENSG00000144231,RBP4,NCBI
4098,GENE ID:1381,CRABP1,RBP5,protein-coding,HGNC:2338,ENSG00000166426,RBP5,NCBI
5425,GENE ID:1827,RCAN1,RCN1,protein-coding,HGNC:3040,ENSG00000159200,RCN1,NCBI
29356,GENE ID:10231,RCAN2,RCN2,protein-coding,HGNC:3041,ENSG00000172348,RCN2,NCBI
32003,GENE ID:11123,RCAN3,RCN3,protein-coding,HGNC:3042,ENSG00000117602,RCN3,NCBI
57537,GENE ID:147040,KCTD11,REN,protein-coding,HGNC:21302,ENSG00000213859,REN,NCBI
10243,GENE ID:3550,IK,RER,protein-coding,HGNC:5958,ENSG00000113141,RER,NCBI
19262,GENE ID:6573,SLC19A1,RFC1,protein-coding,HGNC:10937,ENSG00000173638,RFC1,NCBI
43041,GENE ID:55065,SLC52A1,RFT1,protein-coding,HGNC:30225,ENSG00000132517,RFT1,NCBI
47594,GENE ID:64333,ARHGAP9,RGL1,protein-coding,HGNC:14130,ENSG00000123329,RGL1,NCBI
66603,GENE ID:400966,RGPD1,RGP1,protein-coding,HGNC:32414,ENSG00000187627,RGP1,NCBI
66604,GENE ID:400966,RGPD1,RGPD2,protein-coding,HGNC:32414,ENSG00000187627,RGPD2,NCBI
61158,GENE ID:266747,RGL4,Rgr,protein-coding,HGNC:31911,ENSG00000159496,RGR,NCBI
47653,GENE ID:64407,RGS18,RGS13,protein-coding,HGNC:14261,ENSG00000150681,RGS13,NCBI
65121,GENE ID:388531,RGS9BP,RGS9,protein-coding,HGNC:30304,ENSG00000186326,RGS9,NCBI
17384,GENE ID:6008,RHEBP1,RHEB,pseudo,HGNC:10010,,RHEB,NCBI
39209,GENE ID:29984,RHOD,Rho,protein-coding,HGNC:670,ENSG00000173156,RHO,NCBI
44364,GENE ID:55791,LRIF1,RIF1,protein-coding,HGNC:30299,ENSG00000121931,RIF1,NCBI
32183,GENE ID:11172,INSL6,RIF1,protein-coding,HGNC:6089,ENSG00000120210,RIF1,NCBI
57235,GENE ID:144165,PRICKLE1,RILP,protein-coding,HGNC:17019,ENSG00000139174,RILP,NCBI
48051,GENE ID:64919,BCL11B,RIT1,protein-coding,HGNC:13222,ENSG00000127152,RIT1,NCBI
10572,GENE ID:3640,INSL3,RLF,protein-coding,HGNC:6086,ENSG00000248099,RLF,NCBI
98361,GENE ID:106631781,RNA18SN1,RNA18S4,rRNA,HGNC:53515,,RNA18S4,NCBI
73532,GENE ID:100008588,RNA18SN5,RNA18S5,rRNA,HGNC:53531,,RNA18S5,NCBI
101760,GENE ID:109864273,RNA18SN4,RNA18S5,rRNA,HGNC:53528,,RNA18S5,NCBI
98369,GENE ID:106632264,RNA28SN1,RNA28S4,rRNA,HGNC:53516,,RNA28S4,NCBI
101758,GENE ID:109864272,RNA28SN4,RNA28S5,rRNA,HGNC:53527,,RNA28S5,NCBI
73534,GENE ID:100008589,RNA28SN5,RNA28S5,rRNA,HGNC:53532,,RNA28S5,NCBI
98357,GENE ID:106631777,RNA45SN1,RNA45S4,rRNA,HGNC:53514,,RNA45S4,NCBI
101756,GENE ID:109864271,RNA45SN4,RNA45S5,rRNA,HGNC:53526,,RNA45S5,NCBI
83508,GENE ID:100861532,RNA45SN5,RNA45S5,rRNA,HGNC:53530,,RNA45S5,NCBI
98365,GENE ID:106632260,RNA5-8SN1,RNA5-8S4,rRNA,HGNC:53517,ENSG00000278189,RNA5-8S4,NCBI
101762,GENE ID:109864274,RNA5-8SN4,RNA5-8S5,rRNA,HGNC:53529,,RNA5-8S5,NCBI
73530,GENE ID:100008587,RNA5-8SN5,RNA5-8S5,rRNA,HGNC:53533,,RNA5-8S5,NCBI
781,GENE ID:283,ANG,RNASE4,protein-coding,HGNC:483,ENSG00000214274,RNASE4,NCBI
62934,GENE ID:338879,RNASE10,RNASE9,protein-coding,HGNC:19275,ENSG00000182545,RNASE9,NCBI
61710,GENE ID:284203,RNASEH1P1,RNASEH1,pseudo,HGNC:10049,ENSG00000265790,RNASEH1,NCBI
61712,GENE ID:284203,RNASEH1P1,RNH1,pseudo,HGNC:10049,ENSG00000265790,RNH1,NCBI
60467,GENE ID:246243,RNASEH1,RNH1,protein-coding,HGNC:18466,ENSG00000171865,RNH1,NCBI
14089,GENE ID:4929,NR4A2,RNR1,protein-coding,HGNC:7981,ENSG00000153234,RNR1,NCBI
36593,GENE ID:26864,RNVU1-7,RNU1-6P,snRNA,HGNC:37500,ENSG00000206585,RNU1-6P,NCBI
36600,GENE ID:26865,RNU1-27P,RNU1-7P,pseudo,HGNC:37497,ENSG00000206596,RNU1-7P,NCBI
36602,GENE ID:26866,RNU1-28P,RNU1-8P,pseudo,HGNC:37498,ENSG00000206588,RNU1-8P,NCBI
36490,GENE ID:26823,RNU12-2P,RNU12,pseudo,HGNC:10109,ENSG00000201659,RNU12,NCBI
96758,GENE ID:106480391,RNU6-1341P,RNU6-373P,pseudo,HGNC:56863,,RNU6-373P,NCBI
84177,GENE ID:100873741,RNU6-26P,RNU6-8,pseudo,HGNC:34252,ENSG00000206712,RNU6-8,NCBI
96300,GENE ID:106479938,RNU6-1342P,RNU6-840P,pseudo,HGNC:56872,,RNU6-840P,NCBI
17601,GENE ID:6095,RORA,ROR1,protein-coding,HGNC:10258,ENSG00000069667,ROR1,NCBI
17602,GENE ID:6095,RORA,ROR2,protein-coding,HGNC:10258,ENSG00000069667,ROR2,NCBI
25542,GENE ID:8859,WHR1,RP1,protein-coding,HGNC:11398,ENSG00000204344,RP1,NCBI
31604,GENE ID:10982,MAPRE2,RP1,protein-coding,HGNC:6891,ENSG00000166974,RP1,NCBI
187998,GENE ID:128385376,TMEM184B-AS1,RP1,ncRNA,HGNC:56716,ENSG00000235246,RP1,NCBI
65837,GENE ID:390916,NUDT19,RP2,protein-coding,HGNC:32036,ENSG00000213965,RP2,NCBI
64243,GENE ID:373159,WHR1B,RP2,pseudo,HGNC:21668,,RP2,NCBI
35101,GENE ID:25885,POLR1A,RPA1,protein-coding,HGNC:17264,ENSG00000068654,RPA1,NCBI
51577,GENE ID:84172,POLR1B,RPA2,protein-coding,HGNC:20454,ENSG00000125630,RPA2,NCBI
60230,GENE ID:221692,PHACTR1,RPEL1,protein-coding,HGNC:20990,ENSG00000112137,RPEL1,NCBI
13556,GENE ID:4734,NEDD4,RPF1,protein-coding,HGNC:7727,ENSG00000069869,RPF1,NCBI
17719,GENE ID:6138,RPL15,RPL10,protein-coding,HGNC:10306,ENSG00000174748,RPL10,NCBI
38676,GENE ID:28998,MRPL13,RPL13,protein-coding,HGNC:14278,ENSG00000172172,RPL13,NCBI
82449,GENE ID:100526842,RPL17-C18orf32,RPL17,protein-coding,HGNC:44661,ENSG00000215472,RPL17,NCBI
26828,GENE ID:9349,RPL23,rpL17,protein-coding,HGNC:10316,ENSG00000125691,RPL17,NCBI
17749,GENE ID:6150,MRPL23,RPL23,protein-coding,HGNC:10322,ENSG00000214026,RPL23,NCBI
17725,GENE ID:6139,RPL17,RPL23,protein-coding,HGNC:10307,ENSG00000265681,RPL23,NCBI
40220,GENE ID:51187,RSL24D1,RPL24,protein-coding,HGNC:18479,ENSG00000137876,RPL24,NCBI
64780,GENE ID:387101,RPL29P4,RPL29P3,pseudo,HGNC:21482,,RPL29P3,NCBI
17786,GENE ID:6166,RPL36AL,RPL36A,protein-coding,HGNC:10346,ENSG00000165502,RPL36A,NCBI
58682,GENE ID:161406,RPL7AP10,rpL7a,pseudo,HGNC:32433,ENSG00000240522,RPL7A,NCBI
68387,GENE ID:441642,RPL7AP9,rpL7a,pseudo,HGNC:32398,ENSG00000213272,RPL7A,NCBI
58679,GENE ID:161406,RPL7AP10,RPL7AP3,pseudo,HGNC:32433,ENSG00000240522,RPL7AP3,NCBI
16489,GENE ID:5708,PSMD2,RPN1,protein-coding,HGNC:9559,ENSG00000175166,RPN1,NCBI
16486,GENE ID:5707,PSMD1,Rpn2,protein-coding,HGNC:9554,ENSG00000173692,RPN2,NCBI
17833,GENE ID:6183,MRPS12,RPS12,protein-coding,HGNC:10380,ENSG00000128626,RPS12,NCBI
75448,GENE ID:100131863,RPS18P5,RPS18,pseudo,HGNC:36287,ENSG00000242299,RPS18,NCBI
66417,GENE ID:400156,RPS26P47,RPS26,pseudo,HGNC:36368,,RPS26,NCBI
65355,GENE ID:389472,RPS26P32,RPS26,pseudo,HGNC:35753,,RPS26,NCBI
33251,GENE ID:23076,RRP1B,RRP1,protein-coding,HGNC:23818,ENSG00000160208,RRP1,NCBI
18029,GENE ID:6248,RSC1A1,RS1,protein-coding,HGNC:10458,ENSG00000215695,RS1,NCBI
48810,GENE ID:79443,FYCO1,RUFY3,protein-coding,HGNC:14673,ENSG00000163820,RUFY3,NCBI
71117,GENE ID:647009,RWDD4P2,RWDD4,pseudo,HGNC:23754,,RWDD4,NCBI
73107,GENE ID:729659,S100A11P1,S100A14,pseudo,HGNC:10491,,S100A14,NCBI
65177,GENE ID:388697,HRNR,S100A16,protein-coding,HGNC:20846,ENSG00000197915,S100A16,NCBI
18165,GENE ID:6289,SAA2,SAA1,protein-coding,HGNC:10514,ENSG00000134339,SAA1,NCBI
18162,GENE ID:6288,SAA1,SAA2,protein-coding,HGNC:10513,ENSG00000173432,SAA2,NCBI
5179,GENE ID:1755,DMBT1,SAG,protein-coding,HGNC:2926,ENSG00000187908,SAG,NCBI
27626,GENE ID:9616,RNF7,SAG,protein-coding,HGNC:10070,ENSG00000114125,SAG,NCBI
34091,GENE ID:23450,SF3B3,SAP130,protein-coding,HGNC:10770,ENSG00000189091,SAP130,NCBI
50546,GENE ID:81539,SLC38A1,SAT1,protein-coding,HGNC:13447,ENSG00000111371,SAT1,NCBI
31229,GENE ID:10861,SLC26A1,SAT1,protein-coding,HGNC:10993,ENSG00000145217,SAT1,NCBI
41896,GENE ID:54407,SLC38A2,SAT2,protein-coding,HGNC:13448,ENSG00000134294,SAT2,NCBI
26303,GENE ID:9167,COX7A2L,SCAF1,protein-coding,HGNC:2289,ENSG00000115944,SCAF1,NCBI
25986,GENE ID:9047,SH2D2A,SCAP,protein-coding,HGNC:10821,ENSG00000027869,SCAP,NCBI
88609,GENE ID:103091864,SNHG22,SCARNA17,ncRNA,HGNC:50285,ENSG00000267322,SCARNA17,NCBI
12457,GENE ID:4221,MEN1,SCG2,protein-coding,HGNC:7010,ENSG00000133895,SCG2,NCBI
71499,GENE ID:653486,SCGB1C2,SCGB1C1,protein-coding,HGNC:51242,ENSG00000268320,SCGB1C1,NCBI
13767,GENE ID:4810,NHS,SCML1,protein-coding,HGNC:7820,ENSG00000188158,SCML1,NCBI
82712,GENE ID:100534012,TNFAIP8L2-SCNM1,SCNM1,protein-coding,,ENSG00000163156,SCNM1,NCBI
28942,GENE ID:10106,CTDSP2,SCP2,protein-coding,HGNC:17077,ENSG00000175215,SCP2,NCBI
29793,GENE ID:10388,SYCP2,SCP2,protein-coding,HGNC:11490,ENSG00000196074,SCP2,NCBI
6939,GENE ID:2317,FLNB,SCT,protein-coding,HGNC:3755,ENSG00000136068,SCT,NCBI
18461,GENE ID:6357,CCL13,SCYL1,protein-coding,HGNC:10611,ENSG00000181374,SCYL1,NCBI
18473,GENE ID:6358,CCL14,SCYL2,protein-coding,HGNC:10612,ENSG00000276409,SCYL2,NCBI
18486,GENE ID:6359,CCL15,SCYL3,protein-coding,HGNC:10613,ENSG00000275718,SCYL3,NCBI
69876,GENE ID:642502,SDHCP5,SDHC,pseudo,HGNC:57039,,SDHC,NCBI
40059,GENE ID:51119,SBDS,SDS,protein-coding,HGNC:19440,ENSG00000126524,SDS,NCBI
19284,GENE ID:6576,SLC25A1,SEA,protein-coding,HGNC:10979,ENSG00000100075,SEA,NCBI
12913,GENE ID:4486,MST1R,SEA,protein-coding,HGNC:7381,ENSG00000164078,SEA,NCBI
18699,GENE ID:6414,SELENOP,SELP,protein-coding,HGNC:10751,ENSG00000250722,SELP,NCBI
21835,GENE ID:7341,SUMO1,SENP2,protein-coding,HGNC:12502,ENSG00000116030,SENP2,NCBI
62676,GENE ID:327657,SERPINA9,SERPINA11,protein-coding,HGNC:15995,ENSG00000170054,SERPINA11,NCBI
31769,GENE ID:11029,SERPINB8P1,SERPINB11,pseudo,HGNC:8953,ENSG00000217707,SERPINB11,NCBI
7255,GENE ID:2516,NR5A1,SF1,protein-coding,HGNC:7983,ENSG00000136931,SF1,NCBI
31648,GENE ID:10992,SF3B2,SF3b1,protein-coding,HGNC:10769,ENSG00000087365,SF3B1,NCBI
35335,GENE ID:25996,REXO2,SFN,protein-coding,HGNC:17851,ENSG00000076043,SFN,NCBI
71683,GENE ID:654780,ADAD2-AS1,SFPQ,ncRNA,HGNC:58422,ENSG00000250685,SFPQ,NCBI
34625,GENE ID:23678,SGK3,SGK2,protein-coding,HGNC:10812,ENSG00000104205,SGK2,NCBI
18837,GENE ID:6451,SH3BGRL,SH3BGR,protein-coding,HGNC:10823,ENSG00000131171,SH3BGR,NCBI
84605,GENE ID:100874198,SHANK2-AS1,SHANK2-AS2,ncRNA,HGNC:40014,ENSG00000226627,SHANK2-AS2,NCBI
49626,GENE ID:80006,TRAPPC13,SHLD3,protein-coding,HGNC:25828,ENSG00000113597,SHLD3,NCBI
18955,GENE ID:6490,PMEL,SI,protein-coding,HGNC:10880,ENSG00000185664,SI,NCBI
53064,GENE ID:89858,SIGLEC12,SIGLECL1,protein-coding,HGNC:15482,ENSG00000254521,SIGLECL1,NCBI
43700,GENE ID:55423,SIRPG,SIRPB2,protein-coding,HGNC:15757,ENSG00000089012,SIRPB2,NCBI
42367,GENE ID:54716,SLC6A20,SIT1,protein-coding,HGNC:30927,ENSG00000163817,SIT1,NCBI
24163,GENE ID:8409,UXT,SKP2,protein-coding,HGNC:12641,ENSG00000126756,SKP2,NCBI
39949,GENE ID:51091,SEPSECS,SLA,protein-coding,HGNC:30605,ENSG00000109618,SLA,NCBI
85379,GENE ID:101410535,LAMTOR5-AS1,SLC16A4-AS1,ncRNA,HGNC:40823,ENSG00000224699,SLC16A4-AS1,NCBI
19243,GENE ID:6569,SLC34A1,SLC17A2,protein-coding,HGNC:11019,ENSG00000131183,SLC17A2,NCBI
28492,GENE ID:9962,SLC23A2,SLC23A1,protein-coding,HGNC:10973,ENSG00000089057,SLC23A1,NCBI
28495,GENE ID:9963,SLC23A1,SLC23A2,protein-coding,HGNC:10974,ENSG00000170482,SLC23A2,NCBI
55381,GENE ID:123041,SLC24A4,SLC24A2,protein-coding,HGNC:10978,ENSG00000140090,SLC24A2,NCBI
24961,GENE ID:8671,SLC4A4,SLC4A5,protein-coding,HGNC:11030,ENSG00000080493,SLC4A5,NCBI
19107,GENE ID:6530,SLC6A2,SLC6A5,protein-coding,HGNC:11048,ENSG00000103546,SLC6A5,NCBI
52228,GENE ID:84679,SLC9A7,SLC9A6,protein-coding,HGNC:17123,ENSG00000065923,SLC9A6,NCBI
19314,GENE ID:6586,SLIT3,SLIT1,protein-coding,HGNC:11087,ENSG00000184347,SLIT1,NCBI
19316,GENE ID:6586,SLIT3,slit2,protein-coding,HGNC:11087,ENSG00000184347,SLIT2,NCBI
19311,GENE ID:6585,SLIT1,SLIT3,protein-coding,HGNC:11085,ENSG00000187122,SLIT3,NCBI
7319,GENE ID:2534,FYN,SLK,protein-coding,HGNC:4037,ENSG00000010810,SLK,NCBI
46436,GENE ID:57683,ZDBF2,Slx9,protein-coding,HGNC:29313,ENSG00000204186,SLX9,NCBI
7495,GENE ID:2617,GARS1,SMAD1,protein-coding,HGNC:4162,ENSG00000106105,SMAD1,NCBI
44635,GENE ID:55898,UNC45A,SMAP1,protein-coding,HGNC:30594,ENSG00000140553,SMAP1,NCBI
47337,GENE ID:64094,SMOC2,SMAP2,protein-coding,HGNC:20323,ENSG00000112562,SMAP2,NCBI
31359,GENE ID:10902,BRD8,SMAP2,protein-coding,HGNC:19874,ENSG00000112983,SMAP2,NCBI
50932,GENE ID:83452,RAB33B,SMC2,protein-coding,HGNC:16075,ENSG00000172007,SMC2,NCBI
82198,GENE ID:100507244,MAMDC2-AS1,SMC5-DT,ncRNA,HGNC:48719,ENSG00000204706,SMC5-DT,NCBI
70429,GENE ID:644596,SMIM10L2B,SMIM10L2A,protein-coding,HGNC:34500,ENSG00000196972,SMIM10L2A,NCBI
66302,GENE ID:399668,SMIM10L2A,SMIM10L2B,protein-coding,HGNC:34499,ENSG00000178947,SMIM10L2B,NCBI
52355,GENE ID:84792,FAM220A,SMIM10L3,protein-coding,HGNC:22422,ENSG00000178397,SMIM10L3,NCBI
39514,GENE ID:50649,ARHGEF4,SMIM39,protein-coding,HGNC:684,ENSG00000136002,SMIM39,NCBI
4828,GENE ID:1616,DAXX,SMIM40,protein-coding,HGNC:2681,ENSG00000204209,SMIM40,NCBI
42034,GENE ID:54498,SMOX,SMO,protein-coding,HGNC:15862,ENSG00000088826,SMO,NCBI
30893,GENE ID:10743,RAI1,SMS,protein-coding,HGNC:9834,ENSG00000108557,SMS,NCBI
71814,GENE ID:677836,SNORA58,SNORA58B,snoRNA,HGNC:32652,,SNORA58B,NCBI
73653,GENE ID:100036566,SNORD115-45,SNORD115-48,snoRNA,HGNC:33064,,SNORD115-48,NCBI
9335,GENE ID:3183,HNRNPC,SNRPC,protein-coding,HGNC:5035,ENSG00000092199,SNRPC,NCBI
19519,GENE ID:6633,SNRPD2,SNRPD1,protein-coding,HGNC:11159,ENSG00000125743,SNRPD1,NCBI
17485,GENE ID:6047,RNF4,SNURF,protein-coding,HGNC:10067,ENSG00000063978,SNURF,NCBI
60964,GENE ID:257364,SNX33,SNX30,protein-coding,HGNC:28468,ENSG00000173548,SNX30,NCBI
26704,GENE ID:9306,SOCS6,SOCS4,protein-coding,HGNC:16833,ENSG00000170677,SOCS4,NCBI
55345,GENE ID:122809,SOCS4,SOCS7,protein-coding,HGNC:19392,ENSG00000180008,SOCS7,NCBI
74628,GENE ID:100129518,SOD2-OT1,SOD2,ncRNA,HGNC:53445,ENSG00000285427,SOD2,NCBI
82402,GENE ID:100526761,CCDC169-SOHLH2,SOHLH2,protein-coding,HGNC:38866,ENSG00000250709,SOHLH2,NCBI
59425,GENE ID:199699,DAND5,SP1,protein-coding,HGNC:26780,ENSG00000179284,SP1,NCBI
16366,GENE ID:5669,PSG1,SP1,protein-coding,HGNC:9514,ENSG00000231924,SP1,NCBI
15384,GENE ID:5376,PMP22,Sp110,protein-coding,HGNC:9118,ENSG00000109099,SP110,NCBI
81890,GENE ID:100506325,SP2-AS1,SP2-DT,ncRNA,HGNC:51341,ENSG00000234494,SP2-DT,NCBI
18788,GENE ID:6440,SFTPC,SP5,protein-coding,HGNC:10802,ENSG00000168484,SP5,NCBI
50701,GENE ID:81628,TSC22D4,SPACDR,protein-coding,HGNC:21696,ENSG00000166925,SPACDR,NCBI
29865,GENE ID:10407,SPAG11B,SPAG11A,protein-coding,HGNC:14534,ENSG00000164871,SPAG11A,NCBI
72686,GENE ID:728712,SPANXA2,SPANXC,protein-coding,HGNC:14328,ENSG00000203926,SPANXC,NCBI
47782,GENE ID:64648,SPANXD,SPANXC,protein-coding,HGNC:14332,ENSG00000196406,SPANXC,NCBI
68308,GENE ID:441452,SPATA31C1,SPATA31C2,protein-coding,HGNC:27846,ENSG00000230246,SPATA31C2,NCBI
65425,GENE ID:389761,SPATA31D4,SPATA31D3,protein-coding,HGNC:38601,ENSG00000189357,SPATA31D3,NCBI
60164,GENE ID:221409,SPATS1,SPATA8,protein-coding,HGNC:22957,ENSG00000249481,SPATA8,NCBI
69801,GENE ID:641776,SPDYE14,SPDYE13,protein-coding,HGNC:51510,ENSG00000286137,SPDYE13,NCBI
64965,GENE ID:387778,SPDYC,SPDYE4,protein-coding,HGNC:32681,ENSG00000204710,SPDYE4,NCBI
72588,GENE ID:728524,SPDYE8,SPDYE9,protein-coding,HGNC:33771,ENSG00000273520,SPDYE9,NCBI
47911,GENE ID:64783,RBM15,SPEN,protein-coding,HGNC:14959,ENSG00000162775,SPEN,NCBI
51386,GENE ID:83985,SPNS1,SPIN1,protein-coding,HGNC:30621,ENSG00000169682,SPIN1,NCBI
65946,GENE ID:391253,SPINT4,SPINT3,protein-coding,HGNC:16130,ENSG00000149651,SPINT3,NCBI
52238,GENE ID:84687,PPP1R9B,Spn,protein-coding,HGNC:9298,ENSG00000108819,SPN,NCBI
30217,GENE ID:10522,DEAF1,SPN,protein-coding,HGNC:14677,ENSG00000177030,SPN,NCBI
39328,GENE ID:30827,CXXC1,SPP1,protein-coding,HGNC:24343,ENSG00000154832,SPP1,NCBI
37071,GENE ID:27238,GPKOW,Spp2,protein-coding,HGNC:30677,ENSG00000068394,SPP2,NCBI
56195,GENE ID:130367,SGPP2,SPP2,protein-coding,HGNC:19953,ENSG00000163082,SPP2,NCBI
20173,GENE ID:6869,TACR1,SPR,protein-coding,HGNC:11526,ENSG00000115353,SPR,NCBI
92095,GENE ID:105374640,SPTBN1-AS1,SPTBN1-AS2,ncRNA,HGNC:40562,,SPTBN1-AS2,NCBI
19631,GENE ID:6662,SOX9,SRA1,protein-coding,HGNC:11204,ENSG00000125398,SRA1,NCBI
30222,GENE ID:10523,CHERP,SRA1,protein-coding,HGNC:16930,ENSG00000085872,SRA1,NCBI
46745,GENE ID:58506,SCAF1,SRA1,protein-coding,HGNC:30403,ENSG00000126461,SRA1,NCBI
33491,GENE ID:23191,CYFIP1,SRA1,protein-coding,HGNC:13759,ENSG00000273749,SRA1,NCBI
28336,GENE ID:9901,SRGAP3,SRGAP2,protein-coding,HGNC:19744,ENSG00000196220,SRGAP2,NCBI
33925,GENE ID:23380,SRGAP2,SRGAP3,protein-coding,HGNC:19751,ENSG00000266028,SRGAP3,NCBI
19787,GENE ID:6725,SRMS,SRM,protein-coding,HGNC:11298,ENSG00000125508,SRM,NCBI
71418,GENE ID:653226,SRP9P1,SRP9,pseudo,HGNC:23402,,SRP9,NCBI
39172,GENE ID:29967,LRP12,ST7,protein-coding,HGNC:31708,ENSG00000147650,ST7,NCBI
53933,GENE ID:93655,ST7-OT3,ST7,ncRNA,HGNC:16045,ENSG00000004866,ST7,NCBI
45337,GENE ID:56937,PMEPA1,STAG1,protein-coding,HGNC:14107,ENSG00000124225,STAG1,NCBI
68693,GENE ID:442578,STAG3L3,STAG3L1,pseudo,HGNC:33845,ENSG00000290832,STAG3L1,NCBI
68696,GENE ID:442582,STAG3L2,STAG3L1,pseudo,HGNC:33886,,STAG3L1,NCBI
41934,GENE ID:54441,STAG3L1,STAG3L2,pseudo,HGNC:33852,ENSG00000290951,STAG3L2,NCBI
68694,GENE ID:442578,STAG3L3,STAG3L2,pseudo,HGNC:33845,ENSG00000290832,STAG3L2,NCBI
41935,GENE ID:54441,STAG3L1,STAG3L3,pseudo,HGNC:33852,ENSG00000290951,STAG3L3,NCBI
68698,GENE ID:442582,STAG3L2,STAG3L3,pseudo,HGNC:33886,,STAG3L3,NCBI
24164,GENE ID:8409,UXT,STAP1,protein-coding,HGNC:12641,ENSG00000126756,STAP1,NCBI
61394,GENE ID:283316,CD163L1,STAR,protein-coding,HGNC:30375,ENSG00000177675,STAR,NCBI
8657,GENE ID:2984,GUCY2C,STAR,protein-coding,HGNC:4688,ENSG00000070019,STAR,NCBI
24202,GENE ID:8428,STK24,STK3,protein-coding,HGNC:11403,ENSG00000102572,STK3,NCBI
31784,GENE ID:11037,STON1,STN1,protein-coding,HGNC:17003,ENSG00000243244,STN1,NCBI
53588,GENE ID:91875,TTC5,Strap,protein-coding,HGNC:19274,ENSG00000136319,STRAP,NCBI
58220,GENE ID:153443,SRFBP1,STRAP,protein-coding,HGNC:26333,ENSG00000151304,STRAP,NCBI
85074,GENE ID:100996569,NAMA,STX17-DT,ncRNA,HGNC:42408,ENSG00000271086,STX17-DT,NCBI
82433,GENE ID:100526830,SLX1A-SULT1A3,SULT1A3,ncRNA,HGNC:44437,ENSG00000213599,SULT1A3,NCBI
37060,GENE ID:27233,SULT1C4,SULT1C2,protein-coding,HGNC:11457,ENSG00000198075,SULT1C2,NCBI
19449,GENE ID:6613,SUMO2,SUMO3,protein-coding,HGNC:11125,ENSG00000188612,SUMO3,NCBI
53524,GENE ID:91683,SYT12,SYT11,protein-coding,HGNC:18381,ENSG00000173227,SYT11,NCBI
33535,GENE ID:23208,SYT11,SYT12,protein-coding,HGNC:19239,ENSG00000132718,SYT12,NCBI
51206,GENE ID:83849,SYT15,SYT15B,protein-coding,HGNC:17167,ENSG00000204176,SYT15B,NCBI
26653,GENE ID:9288,TAAR3P,TAAR2,pseudo,HGNC:4513,ENSG00000179073,TAAR2,NCBI
35385,GENE ID:26022,TMEM98,TADA1,protein-coding,HGNC:24529,ENSG00000006042,TADA1,NCBI
104181,GENE ID:112488736,TAF11L7,TAF11L5,protein-coding,HGNC:53850,ENSG00000284465,TAF11L5,NCBI
68999,GENE ID:493913,PAPPA-AS1,TAF4B,ncRNA,HGNC:35152,ENSG00000256040,TAF4B,NCBI
34317,GENE ID:23541,SEC14L2,TAP1,protein-coding,HGNC:10699,ENSG00000100003,TAP1,NCBI
61107,GENE ID:266629,SEC14L3,TAP2,protein-coding,HGNC:18655,ENSG00000100012,TAP2,NCBI
49567,GENE ID:79969,ATAT1,TAT,protein-coding,HGNC:21186,ENSG00000137343,TAT,NCBI
51631,GENE ID:84218,TBC1D3F,TBC1D3,protein-coding,HGNC:18257,ENSG00000275954,TBC1D3,NCBI
88469,GENE ID:102724862,TBC1D3I,TBC1D3,protein-coding,HGNC:32709,ENSG00000274933,TBC1D3,NCBI
88039,GENE ID:102723859,TBC1D3E,TBC1D3,protein-coding,HGNC:27071,ENSG00000278599,TBC1D3,NCBI
67766,GENE ID:414060,TBC1D3C,TBC1D3,protein-coding,HGNC:24889,ENSG00000278299,TBC1D3,NCBI
85293,GENE ID:101060389,TBC1D3D,TBC1D3,protein-coding,HGNC:28944,ENSG00000274419,TBC1D3,NCBI
85284,GENE ID:101060321,TBC1D3G,TBC1D3C,protein-coding,HGNC:29860,ENSG00000260287,TBC1D3C,NCBI
73178,GENE ID:729873,TBC1D3,TBC1D3C,protein-coding,HGNC:19031,ENSG00000274611,TBC1D3C,NCBI
