NCBI_ID,primary_gene_symbol,collision,gene_type,HGNC_ID,ENSG_ID,source
GENE ID:55806,HR,MUHH,protein-coding,HGNC:5172,ENSG00000168453,NCBI
GENE ID:3662,IRF4,MUM1,protein-coding,HGNC:6119,ENSG00000137265,NCBI
GENE ID:84939,PWWP3A,MUM1,protein-coding,HGNC:29641,ENSG00000160953,NCBI
GENE ID:58485,TRAPPC1,MUM2,protein-coding,HGNC:19894,ENSG00000170043,NCBI
GENE ID:84676,TRIM63,MURF2,protein-coding,HGNC:16007,ENSG00000158022,NCBI
GENE ID:79830,ZMYM1,MYM,protein-coding,HGNC:26253,ENSG00000197056,NCBI
GENE ID:9204,ZMYM6,MYM,protein-coding,HGNC:13050,ENSG00000163867,NCBI
GENE ID:9202,ZMYM4,MYM,protein-coding,HGNC:13055,ENSG00000146463,NCBI
GENE ID:9203,ZMYM3,MYM,protein-coding,HGNC:13054,ENSG00000147130,NCBI
GENE ID:7750,ZMYM2,MYM,protein-coding,HGNC:12989,ENSG00000121741,NCBI
GENE ID:9205,ZMYM5,MYM,protein-coding,HGNC:13029,ENSG00000132950,NCBI
GENE ID:7593,MZF1,MZF-1,protein-coding,HGNC:13108,ENSG00000099326,NCBI
GENE ID:284312,ZSCAN1,MZF-1,protein-coding,HGNC:23712,ENSG00000152467,NCBI
GENE ID:114609,TIRAP,Mal,protein-coding,HGNC:17192,ENSG00000150455,NCBI
GENE ID:23373,CRTC1,Mam-2,protein-coding,HGNC:16062,ENSG00000105662,NCBI
GENE ID:6419,SETMAR,Mar1,protein-coding,HGNC:10762,ENSG00000170364,NCBI
GENE ID:388015,RTL1,Mar1,protein-coding,HGNC:14665,ENSG00000254656,NCBI
GENE ID:23089,PEG10,Mart2,protein-coding,HGNC:14005,ENSG00000242265,NCBI
GENE ID:11092,SPACA9,Mast,protein-coding,HGNC:1367,ENSG00000165698,NCBI
GENE ID:79811,SLTM,Met,protein-coding,HGNC:20709,ENSG00000137776,NCBI
GENE ID:8731,RNMT,Met,protein-coding,HGNC:10075,ENSG00000101654,NCBI
GENE ID:92935,MARS2,MetRS,protein-coding,HGNC:25133,ENSG00000247626,NCBI
GENE ID:284106,CISD3,MiNT,protein-coding,HGNC:27578,ENSG00000277972,NCBI
GENE ID:9780,PIEZO1,Mib,protein-coding,HGNC:28993,ENSG00000103335,NCBI
GENE ID:29919,RMC1,Mic-1,protein-coding,HGNC:24326,ENSG00000141452,NCBI
GENE ID:440574,MICOS10,Mic10,protein-coding,HGNC:32068,ENSG00000173436,NCBI
GENE ID:3753,KCNE1,MinK,protein-coding,HGNC:6240,ENSG00000180509,NCBI
GENE ID:64747,MFSD1,Minerva,protein-coding,HGNC:25874,ENSG00000118855,NCBI
GENE ID:57521,RPTOR,Mip1,protein-coding,HGNC:30287,ENSG00000141564,NCBI
GENE ID:9402,GRAP2,Mona,protein-coding,HGNC:4563,ENSG00000100351,NCBI
GENE ID:9904,RBM19,Mrd1,protein-coding,HGNC:29098,ENSG00000122965,NCBI
GENE ID:348249,CCL15-CCL14,Mrp-2b,ncRNA,HGNC:44436,,NCBI
GENE ID:79064,TMEM223,Mrx15,protein-coding,HGNC:28464,ENSG00000168569,NCBI
GENE ID:9589,WTAP,Mum2,protein-coding,HGNC:16846,ENSG00000146457,NCBI
GENE ID:353376,TICAM2,MyD88-4,protein-coding,HGNC:21354,ENSG00000243414,NCBI
GENE ID:100302736,TMED7-TICAM2,MyD88-4,protein-coding,HGNC:33945,ENSG00000251201,NCBI
GENE ID:100996763,NOTCH2NLB,N2N,protein-coding,HGNC:53923,ENSG00000286019,NCBI
GENE ID:100996717,NOTCH2NLC,N2N,protein-coding,HGNC:53924,ENSG00000286219,NCBI
GENE ID:388677,NOTCH2NLA,N2N,protein-coding,HGNC:31862,ENSG00000264343,NCBI
GENE ID:139538,VENTXP1,NA88A,pseudo,HGNC:30900,ENSG00000293226,NCBI
GENE ID:27287,VENTX,NA88A,protein-coding,HGNC:13639,ENSG00000151650,NCBI
GENE ID:57494,RIMKLB,NAAGS,protein-coding,HGNC:29228,ENSG00000166532,NCBI
GENE ID:284716,RIMKLA,NAAGS,protein-coding,HGNC:28725,ENSG00000177181,NCBI
GENE ID:83959,SLC4A11,NABC1,protein-coding,HGNC:16438,ENSG00000088836,NCBI
GENE ID:8537,BCAS1,NABC1,protein-coding,HGNC:974,ENSG00000064787,NCBI
GENE ID:7504,XK,NAC,protein-coding,HGNC:12811,ENSG00000047597,NCBI
GENE ID:22861,NLRP1,NAC,protein-coding,HGNC:14374,ENSG00000091592,NCBI
GENE ID:112939,NACC1,NAC1,protein-coding,HGNC:20967,ENSG00000160877,NCBI
GENE ID:6323,SCN1A,NAC1,protein-coding,HGNC:10585,ENSG00000144285,NCBI
GENE ID:6328,SCN3A,NAC3,protein-coding,HGNC:10590,ENSG00000153253,NCBI
GENE ID:89832,CHRFAM7A,NACHRA7,protein-coding,HGNC:15781,ENSG00000166664,NCBI
GENE ID:1139,CHRNA7,NACHRA7,protein-coding,HGNC:1960,ENSG00000175344,NCBI
GENE ID:284111,SLC13A5,NACT,protein-coding,HGNC:23089,ENSG00000141485,NCBI
GENE ID:4669,NAGLU,NAG,protein-coding,HGNC:7632,ENSG00000108784,NCBI
GENE ID:51594,NBAS,NAG,protein-coding,HGNC:15625,ENSG00000151779,NCBI
GENE ID:5194,PEX13,NALD,protein-coding,HGNC:8855,ENSG00000162928,NCBI
GENE ID:5192,PEX10,NALD,protein-coding,HGNC:8851,ENSG00000157911,NCBI
GENE ID:80018,NAA25,NAP1,protein-coding,HGNC:25783,ENSG00000111300,NCBI
GENE ID:9476,NAPSA,NAP1,protein-coding,HGNC:13395,ENSG00000131400,NCBI
GENE ID:10005,ACOT8,NAP1,protein-coding,HGNC:15919,ENSG00000101473,NCBI
GENE ID:10787,NCKAP1,NAP1,protein-coding,HGNC:7666,ENSG00000061676,NCBI
GENE ID:64343,AZI2,NAP1,protein-coding,HGNC:24002,ENSG00000163512,NCBI
GENE ID:51531,TRMO,NAP1,protein-coding,HGNC:30967,ENSG00000136932,NCBI
GENE ID:257397,TAB3,NAP1,protein-coding,HGNC:30681,ENSG00000157625,NCBI
GENE ID:3576,CXCL8,NAP1,protein-coding,HGNC:6025,ENSG00000169429,NCBI
GENE ID:4673,NAP1L1,NAP1,protein-coding,HGNC:7637,ENSG00000187109,NCBI
GENE ID:256236,NAPSB,NAP1L,pseudo,HGNC:13396,ENSG00000291230,NCBI
GENE ID:4673,NAP1L1,NAP1L,protein-coding,HGNC:7637,ENSG00000187109,NCBI
GENE ID:4676,NAP1L4,NAP2,protein-coding,HGNC:7640,ENSG00000205531,NCBI
GENE ID:256236,NAPSB,NAP2,pseudo,HGNC:13396,ENSG00000291230,NCBI
GENE ID:10801,SEPTIN9,NAPB,protein-coding,HGNC:7323,ENSG00000184640,NCBI
GENE ID:256236,NAPSB,NAPB,pseudo,HGNC:13396,ENSG00000291230,NCBI
GENE ID:10659,CELF2,NAPOR,protein-coding,HGNC:2550,ENSG00000048740,NCBI
GENE ID:10658,CELF1,NAPOR,protein-coding,HGNC:2549,ENSG00000149187,NCBI
GENE ID:441094,NR2F1-AS1,NAS1,ncRNA,HGNC:48622,ENSG00000237187,NCBI
GENE ID:6561,SLC13A1,NAS1,protein-coding,HGNC:10916,ENSG00000081800,NCBI
GENE ID:9,NAT1,NAT-1,protein-coding,HGNC:7645,ENSG00000171428,NCBI
GENE ID:145389,SLC38A6,NAT-1,protein-coding,HGNC:19863,ENSG00000139974,NCBI
GENE ID:1982,EIF4G2,NAT1,protein-coding,HGNC:3297,ENSG00000110321,NCBI
GENE ID:10991,SLC38A3,NAT1,protein-coding,HGNC:18044,ENSG00000188338,NCBI
GENE ID:6530,SLC6A2,NAT1,protein-coding,HGNC:11048,ENSG00000103546,NCBI
GENE ID:55089,SLC38A4,NAT3,protein-coding,HGNC:14679,ENSG00000139209,NCBI
GENE ID:51126,NAA20,NAT3,protein-coding,HGNC:15908,ENSG00000173418,NCBI
GENE ID:51126,NAA20,NAT5,protein-coding,HGNC:15908,ENSG00000173418,NCBI
GENE ID:80218,NAA50,NAT5,protein-coding,HGNC:29533,ENSG00000121579,NCBI
GENE ID:80218,NAA50,NAT5P,protein-coding,HGNC:29533,ENSG00000121579,NCBI
GENE ID:51126,NAA20,NAT5P,protein-coding,HGNC:15908,ENSG00000173418,NCBI
GENE ID:24142,NAA80,NAT6,protein-coding,HGNC:30252,ENSG00000243477,NCBI
GENE ID:3373,HYAL1,NAT6,protein-coding,HGNC:5320,ENSG00000114378,NCBI
GENE ID:8260,NAA10,NATD,protein-coding,HGNC:18704,ENSG00000102030,NCBI
GENE ID:4681,NBL1,NB,protein-coding,HGNC:7650,ENSG00000158747,NCBI
GENE ID:4830,NME1,NB,protein-coding,HGNC:7849,ENSG00000239672,NCBI
GENE ID:9497,SLC4A7,NBC2,protein-coding,HGNC:11033,ENSG00000033867,NCBI
GENE ID:8671,SLC4A4,NBC2,protein-coding,HGNC:11030,ENSG00000080493,NCBI
GENE ID:9498,SLC4A8,NBC3,protein-coding,HGNC:11034,ENSG00000050438,NCBI
GENE ID:9497,SLC4A7,NBC3,protein-coding,HGNC:11033,ENSG00000033867,NCBI
GENE ID:2512,FTL,NBIA3,protein-coding,HGNC:3999,ENSG00000087086,NCBI
GENE ID:83636,C19orf12,NBIA3,protein-coding,HGNC:25443,ENSG00000131943,NCBI
GENE ID:11152,WDR45,NBIA4,protein-coding,HGNC:28912,ENSG00000196998,NCBI
GENE ID:83636,C19orf12,NBIA4,protein-coding,HGNC:25443,ENSG00000131943,NCBI
GENE ID:80347,COASY,NBP,protein-coding,HGNC:29932,ENSG00000068120,NCBI
GENE ID:4682,NUBP1,NBP,protein-coding,HGNC:8041,ENSG00000103274,NCBI
GENE ID:8626,TP63,NBP,protein-coding,HGNC:15979,ENSG00000073282,NCBI
GENE ID:51606,ATP6V1H,NBP1,protein-coding,HGNC:18303,ENSG00000047249,NCBI
GENE ID:4682,NUBP1,NBP1,protein-coding,HGNC:8041,ENSG00000103274,NCBI
GENE ID:55672,NBPF1,NBPF,protein-coding,HGNC:26088,ENSG00000219481,NCBI
GENE ID:25832,NBPF14,NBPF,protein-coding,HGNC:25232,ENSG00000270629,NCBI
GENE ID:27237,ARHGEF16,NBR,protein-coding,HGNC:15515,ENSG00000130762,NCBI
GENE ID:4830,NME1,NBS,protein-coding,HGNC:7849,ENSG00000239672,NCBI
GENE ID:4683,NBN,NBS,protein-coding,HGNC:7652,ENSG00000104320,NCBI
GENE ID:4683,NBN,NBS1,protein-coding,HGNC:7652,ENSG00000104320,NCBI
GENE ID:55655,NLRP2,NBS1,protein-coding,HGNC:22948,ENSG00000022556,NCBI
GENE ID:91754,NEK9,NC,protein-coding,HGNC:18591,ENSG00000119638,NCBI
GENE ID:1123,CHN1,NC,protein-coding,HGNC:1943,ENSG00000128656,NCBI
GENE ID:4680,CEACAM6,NCA,protein-coding,HGNC:1818,ENSG00000086548,NCBI
GENE ID:1089,CEACAM4,NCA,protein-coding,HGNC:1816,ENSG00000105352,NCBI
GENE ID:6359,CCL15,NCC-3,protein-coding,HGNC:10613,ENSG00000275718,NCBI
GENE ID:348249,CCL15-CCL14,NCC-3,ncRNA,HGNC:44436,,NCBI
GENE ID:348249,CCL15-CCL14,NCC3,ncRNA,HGNC:44436,,NCBI
GENE ID:6359,CCL15,NCC3,protein-coding,HGNC:10613,ENSG00000275718,NCBI
GENE ID:644596,SMIM10L2B,NCRNA00086,protein-coding,HGNC:34500,ENSG00000196972,NCBI
GENE ID:399668,SMIM10L2A,NCRNA00086,protein-coding,HGNC:34499,ENSG00000178947,NCBI
GENE ID:399668,SMIM10L2A,NCRNA00087,protein-coding,HGNC:34499,ENSG00000178947,NCBI
GENE ID:644596,SMIM10L2B,NCRNA00087,protein-coding,HGNC:34500,ENSG00000196972,NCBI
GENE ID:103091865,BRWD1-AS2,NCRNA00257,ncRNA,HGNC:16423,ENSG00000238141,NCBI
GENE ID:100874093,BRWD1-AS1,NCRNA00257,ncRNA,HGNC:40614,ENSG00000238141,NCBI
GENE ID:129607,CMPK2,NDK,protein-coding,HGNC:27015,ENSG00000134326,NCBI
GENE ID:4833,NME4,NDK,protein-coding,HGNC:7852,ENSG00000103202,NCBI
GENE ID:22900,CARD8,NDPP1,protein-coding,HGNC:17057,ENSG00000105483,NCBI
GENE ID:55740,ENAH,NDPP1,protein-coding,HGNC:18271,ENSG00000154380,NCBI
GENE ID:55363,HEMGN,NDR,protein-coding,HGNC:17509,ENSG00000136929,NCBI
GENE ID:11329,STK38,NDR,protein-coding,HGNC:17847,ENSG00000112079,NCBI
GENE ID:11329,STK38,NDR1,protein-coding,HGNC:17847,ENSG00000112079,NCBI
GENE ID:10397,NDRG1,NDR1,protein-coding,HGNC:7679,ENSG00000104419,NCBI
GENE ID:84525,HOPX,NECC1,protein-coding,HGNC:24961,ENSG00000171476,NCBI
GENE ID:9832,JAKMIP2,NECC1,protein-coding,HGNC:29067,ENSG00000176049,NCBI
GENE ID:23162,MAPK8IP3,NEDBA,protein-coding,HGNC:6884,ENSG00000138834,NCBI
GENE ID:4953,ODC1,NEDBA,protein-coding,HGNC:8109,ENSG00000115758,NCBI
GENE ID:51652,CHMP3,NEDF,protein-coding,HGNC:29865,ENSG00000115561,NCBI
GENE ID:100526767,RNF103-CHMP3,NEDF,protein-coding,HGNC:38847,ENSG00000249884,NCBI
GENE ID:55627,SMPD4,NEDMEBA,protein-coding,HGNC:32949,ENSG00000136699,NCBI
GENE ID:122553,TRAPPC6B,NEDMEBA,protein-coding,HGNC:23066,ENSG00000182400,NCBI
GENE ID:8496,PPFIBP1,NEDSMBA,protein-coding,HGNC:9249,ENSG00000110841,NCBI
GENE ID:9690,UBE3C,NEDSMBA,protein-coding,HGNC:16803,ENSG00000009335,NCBI
GENE ID:7170,TPM3,NEM1,protein-coding,HGNC:12012,ENSG00000143549,NCBI
GENE ID:58,ACTA1,NEM1,protein-coding,HGNC:129,ENSG00000143632,NCBI
GENE ID:4703,NEB,NEM2,protein-coding,HGNC:7720,ENSG00000183091,NCBI
GENE ID:58,ACTA1,NEM2,protein-coding,HGNC:129,ENSG00000143632,NCBI
GENE ID:780,DDR1,NEP,protein-coding,HGNC:2730,ENSG00000204580,NCBI
GENE ID:4311,MME,NEP,protein-coding,HGNC:7154,ENSG00000196549,NCBI
GENE ID:3868,KRT16,NEPPK,protein-coding,HGNC:6423,ENSG00000186832,NCBI
GENE ID:3848,KRT1,NEPPK,protein-coding,HGNC:6412,ENSG00000167768,NCBI
GENE ID:6530,SLC6A2,NET,protein-coding,HGNC:11048,ENSG00000103546,NCBI
GENE ID:2004,ELK3,NET,protein-coding,HGNC:3325,ENSG00000111145,NCBI
GENE ID:2047,EPHB1,NET,protein-coding,HGNC:3392,ENSG00000154928,NCBI
GENE ID:6530,SLC6A2,NET1,protein-coding,HGNC:11048,ENSG00000103546,NCBI
GENE ID:55119,PRPF38B,NET1,protein-coding,HGNC:25512,ENSG00000134186,NCBI
GENE ID:10103,TSPAN1,NET1,protein-coding,HGNC:20657,ENSG00000117472,NCBI
GENE ID:9423,NTN1,NET1,protein-coding,HGNC:8029,ENSG00000065320,NCBI
GENE ID:9152,SLC6A5,NET1,protein-coding,HGNC:11051,ENSG00000165970,NCBI
GENE ID:23554,TSPAN12,NET2,protein-coding,HGNC:21641,ENSG00000106025,NCBI
GENE ID:9295,SRSF11,NET2,protein-coding,HGNC:10782,ENSG00000116754,NCBI
GENE ID:55706,NDC1,NET3,protein-coding,HGNC:25525,ENSG00000058804,NCBI
GENE ID:10100,TSPAN2,NET3,protein-coding,HGNC:20659,ENSG00000134198,NCBI
GENE ID:10098,TSPAN5,NET4,protein-coding,HGNC:17753,ENSG00000168785,NCBI
GENE ID:79639,TMEM53,NET4,protein-coding,HGNC:26186,ENSG00000126106,NCBI
GENE ID:10867,TSPAN9,NET5,protein-coding,HGNC:21640,ENSG00000011105,NCBI
GENE ID:199953,TMEM201,NET5,protein-coding,HGNC:33719,ENSG00000188807,NCBI
GENE ID:79707,NOL9,NET6,protein-coding,HGNC:26265,ENSG00000162408,NCBI
GENE ID:27075,TSPAN13,NET6,protein-coding,HGNC:21643,ENSG00000106537,NCBI
GENE ID:23555,TSPAN15,NET7,protein-coding,HGNC:23298,ENSG00000099282,NCBI
GENE ID:26155,NOC2L,NET7,protein-coding,HGNC:24517,ENSG00000188976,NCBI
GENE ID:2064,ERBB2,NEU,protein-coding,HGNC:3430,ENSG00000141736,NCBI
GENE ID:4758,NEU1,NEU,protein-coding,HGNC:7758,ENSG00000204386,NCBI
GENE ID:7528,YY1,NF-E1,protein-coding,HGNC:12856,ENSG00000100811,NCBI
GENE ID:2623,GATA1,NF-E1,protein-coding,HGNC:4170,ENSG00000102145,NCBI
GENE ID:440225,NF1P2,NF1HHS,pseudo,HGNC:38664,,NCBI
GENE ID:100419006,NF1P1,NF1HHS,pseudo,HGNC:7772,ENSG00000270831,NCBI
GENE ID:644637,NF1P6,NF1L4,pseudo,HGNC:7771,,NCBI
GENE ID:100419029,NF1P4,NF1L4,pseudo,HGNC:7769,,NCBI
GENE ID:100419029,NF1P4,NF1L6,pseudo,HGNC:7769,,NCBI
GENE ID:644637,NF1P6,NF1L6,pseudo,HGNC:7771,,NCBI
GENE ID:4872,NPM1P3,NG2-6,pseudo,HGNC:7923,,NCBI
GENE ID:4871,NPM1P2,NG2-6,pseudo,HGNC:7922,,NCBI
GENE ID:4439,MSH5,NG23,protein-coding,HGNC:7328,ENSG00000204410,NCBI
GENE ID:401251,SAPCD1,NG23,protein-coding,HGNC:13938,ENSG00000228727,NCBI
GENE ID:11049,NUS1P3,NGBR,pseudo,HGNC:30934,,NCBI
GENE ID:6279,S100A8,NIF,protein-coding,HGNC:10498,ENSG00000143546,NCBI
GENE ID:6280,S100A9,NIF,protein-coding,HGNC:10499,ENSG00000163220,NCBI
GENE ID:23479,ISCU,NIFU,protein-coding,HGNC:29882,ENSG00000136003,NCBI
GENE ID:9448,MAP4K4,NIK,protein-coding,HGNC:6866,ENSG00000071054,NCBI
GENE ID:9020,MAP3K14,NIK,protein-coding,HGNC:6853,ENSG00000006062,NCBI
GENE ID:10755,GIPC1,NIP,protein-coding,HGNC:1226,ENSG00000123159,NCBI
GENE ID:90527,DUOXA1,NIP,protein-coding,HGNC:26507,ENSG00000140254,NCBI
GENE ID:662,BNIP1,NIP1,protein-coding,HGNC:1082,ENSG00000113734,NCBI
GENE ID:22916,NCBP2,NIP1,protein-coding,HGNC:7659,ENSG00000114503,NCBI
GENE ID:63941,NECAB3,NIP1,protein-coding,HGNC:15851,ENSG00000125967,NCBI
GENE ID:27190,IL17B,NIRF,protein-coding,HGNC:5982,ENSG00000127743,NCBI
GENE ID:115426,UHRF2,NIRF,protein-coding,HGNC:12557,ENSG00000147854,NCBI
GENE ID:27087,B3GAT1,NK1,protein-coding,HGNC:921,ENSG00000109956,NCBI
GENE ID:11126,CD160,NK1,protein-coding,HGNC:17013,ENSG00000117281,NCBI
GENE ID:6866,TAC3,NK3,protein-coding,HGNC:11521,ENSG00000166863,NCBI
GENE ID:6870,TACR3,NK3,protein-coding,HGNC:11528,ENSG00000169836,NCBI
GENE ID:3802,KIR2DL1,NKAT,protein-coding,HGNC:6329,ENSG00000125498,NCBI
GENE ID:3804,KIR2DL3,NKAT,protein-coding,HGNC:6331,ENSG00000243772,NCBI
GENE ID:275,AMT,NKH,protein-coding,HGNC:473,ENSG00000145020,NCBI
GENE ID:2653,GCSH,NKH,protein-coding,HGNC:4208,ENSG00000140905,NCBI
GENE ID:3800,KIF5C,NKHC,protein-coding,HGNC:6325,ENSG00000168280,NCBI
GENE ID:3798,KIF5A,NKHC,protein-coding,HGNC:6323,ENSG00000155980,NCBI
GENE ID:6869,TACR1,NKIR,protein-coding,HGNC:11526,ENSG00000115353,NCBI
GENE ID:146722,CD300LF,NKIR,protein-coding,HGNC:29883,ENSG00000186074,NCBI
GENE ID:3820,KLRB1,NKR,protein-coding,HGNC:6373,ENSG00000111796,NCBI
GENE ID:6870,TACR3,NKR,protein-coding,HGNC:11528,ENSG00000169836,NCBI
GENE ID:54729,NKX1-1,NKX-1.1,protein-coding,HGNC:24975,ENSG00000235608,NCBI
GENE ID:390010,NKX1-2,NKX-1.1,protein-coding,HGNC:31652,ENSG00000229544,NCBI
GENE ID:22871,NLGN1,NL1,protein-coding,HGNC:14291,ENSG00000169760,NCBI
GENE ID:79258,MMEL1,NL1,protein-coding,HGNC:14668,ENSG00000142606,NCBI
GENE ID:79258,MMEL1,NL2,protein-coding,HGNC:14668,ENSG00000142606,NCBI
GENE ID:51129,ANGPTL4,NL2,protein-coding,HGNC:16039,ENSG00000167772,NCBI
GENE ID:728215,NALF1,NLF1,protein-coding,HGNC:33877,ENSG00000204442,NCBI
GENE ID:145741,C2CD4A,NLF1,protein-coding,HGNC:33627,ENSG00000198535,NCBI
GENE ID:84063,KIRREL2,NLG1,protein-coding,HGNC:18816,ENSG00000126259,NCBI
GENE ID:22871,NLGN1,NLG1,protein-coding,HGNC:14291,ENSG00000169760,NCBI
GENE ID:26227,PHGDH,NLS1,protein-coding,HGNC:8923,ENSG00000092621,NCBI
GENE ID:84879,MFSD2A,NLS1,protein-coding,HGNC:25897,ENSG00000168389,NCBI
GENE ID:8725,URI1,NNX3,protein-coding,HGNC:13236,ENSG00000105176,NCBI
GENE ID:2768,GNA12,NNX3,protein-coding,HGNC:4380,ENSG00000146535,NCBI
GENE ID:57479,PRR12,NOC,protein-coding,HGNC:29217,ENSG00000126464,NCBI
GENE ID:25819,NOCT,NOC,protein-coding,HGNC:14254,ENSG00000151014,NCBI
GENE ID:747,DAGLA,NOC2,protein-coding,HGNC:1165,ENSG00000134780,NCBI
GENE ID:9501,RPH3AL,NOC2,protein-coding,HGNC:10296,ENSG00000181031,NCBI
GENE ID:10328,EMC8,NOC4,protein-coding,HGNC:7864,ENSG00000131148,NCBI
GENE ID:79050,NOC4L,NOC4,protein-coding,HGNC:28461,ENSG00000184967,NCBI
GENE ID:114757,CYGB,NOD,protein-coding,HGNC:16505,ENSG00000161544,NCBI
GENE ID:1822,ATN1,NOD,protein-coding,HGNC:3033,ENSG00000111676,NCBI
GENE ID:79671,NLRX1,NOD5,protein-coding,HGNC:29890,ENSG00000160703,NCBI
GENE ID:338323,NLRP14,NOD5,protein-coding,HGNC:22939,ENSG00000158077,NCBI
GENE ID:4839,NOP2,NOL1,protein-coding,HGNC:7867,ENSG00000111641,NCBI
GENE ID:55695,NSUN5,NOL1,protein-coding,HGNC:16385,ENSG00000130305,NCBI
GENE ID:4987,OPRL1,NOP,protein-coding,HGNC:8155,ENSG00000125510,NCBI
GENE ID:5368,PNOC,NOP,protein-coding,HGNC:9163,ENSG00000168081,NCBI
GENE ID:8996,NOL3,NOP,protein-coding,HGNC:7869,ENSG00000140939,NCBI
GENE ID:127700,OSCP1,NOR1,protein-coding,HGNC:29971,ENSG00000116885,NCBI
GENE ID:8013,NR4A3,NOR1,protein-coding,HGNC:7982,ENSG00000119508,NCBI
GENE ID:4843,NOS2,NOS,protein-coding,HGNC:7873,ENSG00000007171,NCBI
GENE ID:4842,NOS1,NOS,protein-coding,HGNC:7872,ENSG00000089250,NCBI
GENE ID:4929,NR4A2,NOT,protein-coding,HGNC:7981,ENSG00000153234,NCBI
GENE ID:100996763,NOTCH2NLB,NOTCH2NL,protein-coding,HGNC:53923,ENSG00000286019,NCBI
GENE ID:388677,NOTCH2NLA,NOTCH2NL,protein-coding,HGNC:31862,ENSG00000264343,NCBI
GENE ID:100996717,NOTCH2NLC,NOTCH2NL,protein-coding,HGNC:53924,ENSG00000286219,NCBI
GENE ID:100996763,NOTCH2NLB,NOTCH2NLA,protein-coding,HGNC:53923,ENSG00000286019,NCBI
GENE ID:100996717,NOTCH2NLC,NOTCH2NLA,protein-coding,HGNC:53924,ENSG00000286219,NCBI
GENE ID:6134,RPL10,NOV,protein-coding,HGNC:10298,ENSG00000147403,NCBI
GENE ID:4856,CCN3,NOV,protein-coding,HGNC:7885,ENSG00000136999,NCBI
GENE ID:5361,PLXNA1,NOV,protein-coding,HGNC:9099,ENSG00000114554,NCBI
GENE ID:171017,ZNF384,NP,protein-coding,HGNC:11955,ENSG00000126746,NCBI
GENE ID:11202,KLK8,NP,protein-coding,HGNC:6369,ENSG00000129455,NCBI
GENE ID:100289419,CTF2P,NP,pseudo,HGNC:33173,ENSG00000230447,NCBI
GENE ID:4860,PNP,NP,protein-coding,HGNC:7892,ENSG00000198805,NCBI
GENE ID:8829,NRP1,NP1,protein-coding,HGNC:8004,ENSG00000099250,NCBI
GENE ID:4884,NPTX1,NP1,protein-coding,HGNC:7952,ENSG00000171246,NCBI
GENE ID:8828,NRP2,NP2,protein-coding,HGNC:8005,ENSG00000118257,NCBI
GENE ID:4885,NPTX2,NP2,protein-coding,HGNC:7953,ENSG00000106236,NCBI
GENE ID:30010,NXPH1,NPH1,protein-coding,HGNC:20693,ENSG00000122584,NCBI
GENE ID:4867,NPHP1,NPH1,protein-coding,HGNC:7905,ENSG00000144061,NCBI
GENE ID:27130,INVS,NPH2,protein-coding,HGNC:17870,ENSG00000119509,NCBI
GENE ID:11249,NXPH2,NPH2,protein-coding,HGNC:8076,ENSG00000144227,NCBI
GENE ID:11248,NXPH3,NPH3,protein-coding,HGNC:8077,ENSG00000182575,NCBI
GENE ID:27031,NPHP3,NPH3,protein-coding,HGNC:7907,ENSG00000113971,NCBI
GENE ID:1184,CLCN5,NPHL2,protein-coding,HGNC:2023,ENSG00000171365,NCBI
GENE ID:4952,OCRL,NPHL2,protein-coding,HGNC:8108,ENSG00000122126,NCBI
GENE ID:23117,NPIPB3,NPIP,protein-coding,HGNC:28989,,NCBI
GENE ID:339044,PKD1P1,NPIP,pseudo,HGNC:30065,ENSG00000244257,NCBI
GENE ID:728888,NPIPB11,NPIP,protein-coding,HGNC:37453,ENSG00000254206,NCBI
GENE ID:730153,NPIPB10P,NPIP,pseudo,HGNC:37455,,NCBI
GENE ID:100288332,NPIPA5,NPIP,protein-coding,HGNC:41980,ENSG00000183793,NCBI
GENE ID:642799,NPIPA2,NPIP,protein-coding,HGNC:41979,ENSG00000254852,NCBI
GENE ID:9284,NPIPA1,NPIP,protein-coding,HGNC:7909,ENSG00000183426,NCBI
GENE ID:23117,NPIPB3,NPIPB,protein-coding,HGNC:28989,,NCBI
GENE ID:728741,NPIPB6,NPIPB,protein-coding,HGNC:37454,ENSG00000198156,NCBI
GENE ID:4675,NAP1L3,NPL3,protein-coding,HGNC:7639,ENSG00000186310,NCBI
GENE ID:5540,NPY4R,NPY4-R,protein-coding,HGNC:9329,ENSG00000204174,NCBI
GENE ID:100996758,NPY4R2,NPY4-R,protein-coding,HGNC:52383,ENSG00000264717,NCBI
GENE ID:4886,NPY1R,NPYR,protein-coding,HGNC:7956,ENSG00000164128,NCBI
GENE ID:7852,CXCR4,NPYR,protein-coding,HGNC:2561,ENSG00000121966,NCBI
GENE ID:27158,NDOR1,NR1,protein-coding,HGNC:29838,ENSG00000188566,NCBI
GENE ID:2902,GRIN1,NR1,protein-coding,HGNC:4584,ENSG00000176884,NCBI
GENE ID:23529,CLCF1,NR6,protein-coding,HGNC:17412,ENSG00000175505,NCBI
GENE ID:9244,CRLF1,NR6,protein-coding,HGNC:2364,ENSG00000006016,NCBI
GENE ID:2551,GABPA,NRF2,protein-coding,HGNC:4071,ENSG00000154727,NCBI
GENE ID:4780,NFE2L2,NRF2,protein-coding,HGNC:7782,ENSG00000116044,NCBI
GENE ID:27231,NMRK2,NRK2,protein-coding,HGNC:17871,ENSG00000077009,NCBI
